,LIWC_neg,LIWC_pos,SentiWordNet_neg,SentiWordNet_pos,GI_neg,GI_pos,SenticNet_neg,SenticNet_pos,ANEW,EL,Source
prick,1.0,0.0,0.625,0.0,,,0.0,0.83,3.98,,2021a
prideful,0.0,0.0,0.25,0.625,,,0.0,0.363,,,2021a
princess,0.0,0.0,0.0,0.0,,,0.0,0.03,,,2021a
privileged,0.0,1.0,0.0,0.125,0.0,1.0,,,,,2021a
pro,0.0,0.0,0.0,0.0,0.0,1.0,,,,,2021a
professional,0.0,0.0,0.0,0.0,,,-0.2,0.0,,7.3,2021a
professor,0.0,0.0,0.0,0.0,,,0.0,0.9,,,2021a
progressive,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.907,,7.3,2021a
proper,0.0,0.0,0.0,0.75,0.0,1.0,,,,,2021a
proud,0.0,1.0,0.25,0.375,0.0,1.0,0.0,0.45,8.03,6.52,2021a
prudent,0.0,0.0,0.0,0.625,0.0,1.0,0.0,0.17,,,2021a
punctual,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.163,,,2021a
put_together,0.0,0.0,0.0,0.0,,,,,,,2021a
quality,0.0,0.0,0.0,0.375,0.0,1.0,0.0,0.846,6.25,,2021a
queen,0.0,0.0,0.0,0.0,,,0.0,0.029,6.44,,2021a
quick,0.0,0.0,0.0,0.0,,,0.0,0.145,6.64,6.12,2021a
quiet,0.0,0.0,0.0,0.0,,,0.0,0.797,5.58,5.6,2021a
quirky,0.0,0.0,0.5,0.0,,,0.0,0.9,,5.33,2021a
rapper,0.0,0.0,0.0,0.0,,,-0.83,0.0,,,2021a
ready,0.0,1.0,0.25,0.0,,,0.0,0.9,,,2021a
realtor,0.0,0.0,0.0,0.0,,,0.0,0.018,,,2021a
reasonable,0.0,0.0,0.0,0.5,0.0,1.0,-0.04,0.0,,,2021a
rebel,1.0,0.0,0.0,0.0,1.0,0.0,-0.35,0.0,,,2021a
rebellious,1.0,0.0,0.25,0.0,1.0,0.0,-0.27,0.0,,,2021a
reckless,0.0,0.0,0.75,0.125,1.0,0.0,,,,,2021a
refined,0.0,0.0,0.0,0.125,,,0.0,0.449,,6.48,2021a
regular,0.0,0.0,0.0,0.0,,,0.0,0.963,,,2021a
relatable,0.0,0.0,0.0,0.0,,,0.0,0.293,,,2021a
relaxed,0.0,1.0,0.125,0.0,,,,,7.0,7.32,2021a
relevant,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.881,,,2021a
reliable,0.0,0.0,0.0,0.375,0.0,1.0,0.0,0.164,,,2021a
republican,0.0,0.0,0.0,0.0,,,,,,,2021a
reserved,0.0,0.0,0.0,0.0,,,,,4.88,,2021a
resilient,0.0,0.0,0.0,0.25,,,0.0,0.889,,,2021a
resourceful,0.0,0.0,0.125,0.5,0.0,1.0,0.0,0.861,,,2021a
respected,0.0,1.0,0.0,0.5,,,0.0,0.191,,,2021a
responsible,0.0,0.0,0.0,0.625,0.0,1.0,0.0,0.167,,,2021a
retro,0.0,0.0,0.0,0.125,,,0.0,0.829,,,2021a
rich,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.972,,,2021a
rich_kid,0.0,0.0,0.0,0.0,,,,,,,2021a
richer,0.0,1.0,0.0,0.0,,,0.0,0.972,,6.46,2021a
risktaker,1.0,0.0,0.0,0.0,,,,,,,2021a
risky,1.0,0.0,0.125,0.25,1.0,0.0,,,,,2021a
rockstar,0.0,0.0,0.0,0.0,,,,,,,2021a
role_model,0.0,0.0,0.0,0.5,,,,,,,2021a
rude,1.0,0.0,0.625,0.0,1.0,0.0,-0.88,0.0,2.5,1.16,2021a
rugged,0.0,0.0,0.0,0.125,,,,,,,2021a
runner,0.0,0.0,0.25,0.0,,,-0.16,0.0,5.67,,2021a
running,0.0,0.0,0.0,0.0,,,0.0,0.9,,,2021a
sad,1.0,0.0,0.75,0.125,1.0,0.0,-0.91,0.0,1.61,2.0,2021a
safe,0.0,1.0,0.0,0.625,0.0,1.0,0.0,0.134,7.07,,2021a
salesman,0.0,0.0,0.0,0.0,,,,,,,2021a
sassy,0.0,0.0,0.125,0.0,,,,,,,2021a
satisfied,0.0,1.0,0.0,0.5,,,,,7.94,6.76,2021a
saver,0.0,0.0,0.25,0.0,,,,,,,2021a
savvy,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.45,,,2021a
school,0.0,0.0,0.0,0.0,,,,,,,2021a
scientist,0.0,0.0,0.0,0.0,,,,,,,2021a
searcher,0.0,0.0,0.0,0.0,,,0.0,0.811,,,2021a
searching,0.0,0.0,0.0,0.0,,,,,,,2021a
secretary,0.0,0.0,0.0,0.0,,,,,,,2021a
secure,0.0,1.0,0.0,0.25,0.0,1.0,0.0,0.17,7.57,,2021a
seeker,0.0,0.0,0.0,0.0,,,,,,,2021a
seeking,0.0,0.0,0.0,0.0,,,,,,,2021a
self,0.0,0.0,0.0,0.0,,,0.0,0.401,,,2021a
self_absorbed,0.0,0.0,0.0,0.0,,,,,,,2021a
self_aware,0.0,0.0,0.0,0.0,,,,,,,2021a
self_centered,0.0,0.0,0.0,0.0,,,,,,,2021a
self_confident,0.0,0.0,0.0,0.0,,,0.0,0.74,,,2021a
selfconscious,0.0,0.0,0.0,0.0,,,,,,,2021a
selfish,1.0,0.0,0.0,0.25,1.0,0.0,-0.64,0.0,2.42,,2021a
sellout,0.0,0.0,0.0,0.0,,,,,,,2021a
sensible,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.164,,6.43,2021a
sensitive,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.335,,5.04,2021a
sentimental,0.0,1.0,0.125,0.625,,,0.0,0.9,,,2021a
serious,1.0,0.0,0.0,0.125,0.0,1.0,0.0,0.9,5.08,4.36,2021a
setter,0.0,0.0,0.0,0.0,,,,,,,2021a
sexy,0.0,1.0,0.0,0.625,,,0.0,0.144,8.02,7.39,2021a
shallow,0.0,0.0,0.0,0.0,1.0,0.0,-0.7,0.0,,,2021a
shape,0.0,0.0,0.0,0.0,,,0.0,0.327,,,2021a
sharp,0.0,0.0,0.0,0.0,,,0.0,0.9,,,2021a
sheep,0.0,0.0,0.0,0.0,,,,,,,2021a
shoe,0.0,0.0,0.0,0.0,,,,,,,2021a
shopaholic,0.0,0.0,0.25,0.0,,,,,,,2021a
shopper,0.0,0.0,0.0,0.0,,,0.0,0.087,,,2021a
shopping,0.0,0.0,0.0,0.0,,,0.0,0.901,,,2021a
short,0.0,0.0,0.0,0.0,1.0,0.0,,,,,2021a
show,0.0,0.0,0.0,0.0,1.0,0.0,,,,,2021a
showoff,0.0,0.0,0.0,0.0,,,-0.76,0.0,,,2021a
showy,0.0,0.0,0.0,0.5,,,-0.75,0.0,,,2021a
shy,1.0,0.0,0.0,0.0,,,-0.76,0.0,4.64,,2021a
silly,0.0,1.0,0.125,0.0,1.0,0.0,-0.81,0.0,7.41,,2021a
simple,0.0,0.0,0.0,0.0,,,0.0,0.854,,,2021a
simplistic,0.0,0.0,0.0,0.0,1.0,0.0,-0.84,0.0,,,2021a
sincere,0.0,1.0,0.0,0.625,0.0,1.0,0.0,0.945,,7.55,2021a
singer,0.0,0.0,0.0,0.0,,,0.0,0.004,,,2021a
single,0.0,0.0,0.0,0.0,,,,,,,2021a
sister,0.0,0.0,0.0,0.0,,,0.0,0.813,,,2021a
skinny,0.0,0.0,0.0,0.0,,,0.0,0.758,,,2021a
sleek,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.855,,6.07,2021a
slender,0.0,0.0,0.0,0.5,,,-0.78,0.0,,,2021a
slick,0.0,0.0,0.0,0.25,,,0.0,0.9,,,2021a
slim,0.0,0.0,0.0,0.0,,,-0.78,0.0,,,2021a
slow,0.0,0.0,0.0,0.0,,,-0.64,0.0,3.93,2.84,2021a
small,0.0,0.0,0.0,0.0,,,,,,,2021a
smart,0.0,1.0,0.625,0.0,0.0,1.0,0.0,0.921,,,2021a
smug,1.0,0.0,0.5,0.25,,,-0.83,0.0,,,2021a
sneakerhead,0.0,0.0,0.0,0.0,,,,,,,2021a
snob,1.0,0.0,0.125,0.0,,,-0.28,0.0,3.36,,2021a
snobbish,1.0,0.0,0.0,0.0,,,-0.17,0.0,,,2021a
snobby,1.0,0.0,0.0,0.0,,,-0.8,0.0,,1.74,2021a
snooty,0.0,0.0,0.75,0.125,,,-0.81,0.0,,1.92,2021a
snotty,0.0,0.0,0.75,0.125,,,-0.8,0.0,,,2021a
soccer,0.0,0.0,0.0,0.0,,,,,,,2021a
soccer_mom,0.0,0.0,0.0,0.0,,,,,,,2021a
soccer_player,0.0,0.0,0.0,0.0,,,,,,,2021a
sociable,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.75,,,2021a
social,0.0,0.0,0.0,0.0,,,0.0,0.887,6.88,,2021a
social_butterfly,0.0,0.0,0.0,0.0,,,,,,,2021a
socialite,0.0,0.0,0.0,0.0,,,0.0,0.103,,,2021a
socially,0.0,0.0,0.0,0.0,,,0.0,0.887,,,2021a
soft,0.0,0.0,0.25,0.0,,,-0.64,0.0,7.12,,2021a
solid,0.0,0.0,0.0,0.0,,,0.0,0.216,,,2021a
son,0.0,0.0,0.0,0.0,,,,,,,2021a
sophisticate,0.0,0.0,0.0,0.0,,,-0.36,0.0,,6.78,2021a
sophisticated,0.0,0.0,0.0,0.125,0.0,1.0,0.0,0.9,,7.48,2021a
sorority,0.0,0.0,0.0,0.0,,,-0.83,0.0,,,2021a
special,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.843,,7.32,2021a
spender,0.0,0.0,0.0,0.0,,,0.0,0.379,,,2021a
spendthrift,0.0,0.0,0.0,0.0,,,0.0,0.382,,,2021a
spendy,0.0,0.0,0.0,0.0,,,,,,,2021a
spirited,0.0,0.0,0.0,0.375,,,0.0,0.828,,,2021a
spoiled,0.0,0.0,0.75,0.0,,,,,,2.46,2021a
spontaneous,0.0,0.0,0.0,0.25,,,0.0,0.921,,6.1,2021a
sport,0.0,0.0,0.25,0.25,,,0.0,0.022,,,2021a
sporting,0.0,0.0,0.25,0.375,,,,,,,2021a
sportsman,0.0,0.0,0.0,0.0,,,0.0,0.87,,,2021a
sportsperson,0.0,0.0,0.0,0.0,,,0.0,0.931,,,2021a
sporty,0.0,0.0,0.0,0.375,,,0.0,0.79,,5.97,2021a
sprinter,0.0,0.0,0.0,0.0,,,-0.16,0.0,,,2021a
spunky,0.0,0.0,0.125,0.75,,,-0.8,0.0,,6.07,2021a
square,0.0,0.0,0.0,0.0,,,,,4.74,,2021a
stable,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.016,,,2021a
star,0.0,0.0,0.0,0.0,,,0.0,0.821,7.27,,2021a
status,0.0,0.0,0.0,0.0,,,-0.2,0.0,,,2021a
straightforward,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.846,,6.36,2021a
strange,1.0,0.0,0.125,0.375,,,0.0,0.9,,,2021a
strong,0.0,1.0,0.0,0.5,,,0.0,0.069,7.11,,2021a
stubborn,1.0,0.0,0.625,0.0,1.0,0.0,-0.9,0.0,,,2021a
stuck,0.0,0.0,0.0,0.0,,,-0.19,0.0,,,2021a
stud,0.0,0.0,0.0,0.0,0.0,1.0,,,,,2021a
student,0.0,0.0,0.0,0.0,,,0.0,0.854,,,2021a
studious,0.0,0.0,0.125,0.25,0.0,1.0,,,,,2021a
stuffy,0.0,0.0,0.25,0.125,1.0,0.0,-0.33,0.0,,,2021a
stupid,1.0,0.0,0.125,0.0,1.0,0.0,-0.81,0.0,2.31,1.04,2021a
sturdy,0.0,0.0,0.25,0.5,0.0,1.0,0.0,0.063,,6.88,2021a
style,0.0,0.0,0.0,0.0,,,,,,,2021a
stylish,0.0,0.0,0.125,0.5,0.0,1.0,0.0,0.067,,6.24,2021a
stylist,0.0,0.0,0.0,0.125,,,0.0,0.03,,,2021a
suave,0.0,0.0,0.0,0.625,0.0,1.0,-0.84,0.0,,,2021a
suburban,0.0,0.0,0.0,0.0,,,,,,,2021a
suburbanite,0.0,0.0,0.0,0.0,,,,,,,2021a
success,0.0,1.0,0.0,0.125,0.0,1.0,0.0,0.83,8.29,7.6,2021a
successful,0.0,1.0,0.0,0.625,0.0,1.0,0.0,0.406,,,2021a
summer,0.0,0.0,0.0,0.0,,,,,,,2021a
superficial,0.0,0.0,0.5,0.0,1.0,0.0,-0.19,0.0,,2.2,2021a
supporter,0.0,1.0,0.0,0.0,,,0.0,0.299,,,2021a
supportive,0.0,1.0,0.0,0.125,0.0,1.0,0.0,0.346,,7.16,2021a
surfer,0.0,0.0,0.0,0.0,,,,,,,2021a
sustainable,0.0,0.0,0.0,0.625,,,0.0,0.819,,7.33,2021a
sweet,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.117,,7.52,2021a
tacky,0.0,0.0,0.5,0.0,,,-0.87,0.0,,1.8,2021a
talented,0.0,1.0,0.0,0.5,0.0,1.0,,,,8.12,2021a
talkative,0.0,0.0,0.375,0.25,,,0.0,0.13,,4.68,2021a
talker,0.0,0.0,0.0,0.0,,,,,,,2021a
tall,0.0,0.0,0.0,0.0,,,0.0,0.838,,,2021a
taste,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.366,6.66,,2021a
tasteful,0.0,0.0,0.0,0.625,,,0.0,0.169,,6.84,2021a
tasteless,0.0,0.0,0.25,0.125,,,-0.17,0.0,,1.4,2021a
teacher,0.0,0.0,0.0,0.0,,,,,5.68,,2021a
team_member,0.0,0.0,0.0,0.0,,,,,,,2021a
teammate,0.0,0.0,0.0,0.0,,,0.0,0.041,,,2021a
techy,0.0,0.0,0.25,0.0,,,0.0,0.9,,5.69,2021a
teen,0.0,0.0,0.0,0.0,,,,,,,2021a
teenager,0.0,0.0,0.0,0.0,,,,,,,2021a
tennis_player,0.0,0.0,0.0,0.0,,,,,,,2021a
thin,0.0,0.0,0.0,0.0,,,0.0,0.9,,,2021a
thinker,0.0,0.0,0.0,0.5,,,0.0,0.83,,,2021a
thirsty,0.0,0.0,0.0,0.25,1.0,0.0,-0.79,0.0,,,2021a
thorough,0.0,0.0,0.0,0.75,0.0,1.0,0.0,0.775,,,2021a
thoughtful,0.0,1.0,0.0,0.25,0.0,1.0,0.0,0.19,7.65,7.25,2021a
thrifty,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.177,,,2021a
throwback,0.0,0.0,0.0,0.0,,,0.0,0.9,,,2021a
thug,0.0,0.0,0.25,0.0,,,-0.05,0.0,,1.39,2021a
tidy,0.0,0.0,0.0,0.0,,,0.0,0.77,6.3,,2021a
timeless,0.0,0.0,0.0,0.125,,,0.0,0.929,,6.64,2021a
timely,0.0,0.0,0.0,0.0,,,0.0,0.17,,6.2,2021a
tired,0.0,0.0,0.0,0.0,1.0,0.0,-0.1,0.0,,3.04,2021a
toned,0.0,0.0,0.0,0.0,,,,,,,2021a
tool,0.0,0.0,0.0,0.0,,,0.0,0.976,5.19,,2021a
tough,0.0,0.0,0.0,0.0,,,0.0,0.851,,,2021a
traditional,0.0,0.0,0.0,0.0,0.0,1.0,-0.73,0.0,,4.97,2021a
traditionalist,0.0,0.0,0.0,0.0,,,0.0,0.851,,,2021a
trainer,0.0,0.0,0.25,0.0,,,,,,,2021a
trashy,0.0,0.0,0.875,0.0,,,-0.23,0.0,,1.0,2021a
traveler,0.0,0.0,0.0,0.0,,,-0.15,0.0,,,2021a
traveller,0.0,0.0,0.0,0.0,,,,,,,2021a
trend,0.0,0.0,0.0,0.0,,,,,,,2021a
trending,0.0,0.0,0.0,0.0,,,0.0,0.9,,,2021a
trendsetter,0.0,0.0,0.0,0.0,,,,,,,2021a
trendsetting,0.0,0.0,0.0,0.0,,,,,,,2021a
trendy,0.0,0.0,0.0,0.5,,,0.0,0.067,,,2021a
trim,0.0,0.0,0.0,0.0,,,0.0,0.801,,,2021a
trustworthy,0.0,1.0,0.0,0.5,0.0,1.0,0.0,0.134,,,2021a
tryhard,0.0,0.0,0.0,0.0,,,,,,,2021a
tween,0.0,0.0,0.0,0.0,,,,,,,2021a
twenty,0.0,0.0,0.0,0.0,,,,,,,2021a
type,0.0,0.0,0.0,0.0,,,,,,,2021a
typical,0.0,0.0,0.0,0.125,,,,,,,2021a
ugly,1.0,0.0,0.375,0.0,1.0,0.0,-0.87,0.0,2.43,1.57,2021a
uncaring,0.0,0.0,0.25,0.5,,,-0.24,0.0,,1.23,2021a
unconcerned,0.0,0.0,0.25,0.25,,,-0.64,0.0,,,2021a
unconventional,0.0,0.0,0.75,0.0,,,-0.17,0.0,,,2021a
uncool,0.0,0.0,0.875,0.0,,,-0.8,0.0,,,2021a
uncreative,0.0,0.0,0.5,0.0,,,-0.73,0.0,,,2021a
uneducated,0.0,0.0,0.75,0.25,,,-0.96,0.0,,,2021a
unemployed,0.0,0.0,0.25,0.0,1.0,0.0,-0.64,0.0,,,2021a
unfashionable,0.0,0.0,0.75,0.0,,,-0.17,0.0,,,2021a
unimaginative,0.0,0.0,0.625,0.0,,,-0.73,0.0,,1.79,2021a
unintelligent,0.0,0.0,0.375,0.0,,,-0.83,0.0,,1.37,2021a
uninteresting,0.0,0.0,0.5,0.25,,,-0.24,0.0,,2.25,2021a
unique,0.0,0.0,0.0,0.375,0.0,1.0,0.0,0.382,,6.88,2021a
unoriginal,0.0,0.0,0.75,0.0,,,-0.26,0.0,,2.32,2021a
unremarkable,0.0,0.0,0.0,0.125,,,-0.75,0.0,,2.87,2021a
upbeat,0.0,1.0,0.0,0.75,0.0,1.0,0.0,0.844,,7.36,2021a
updated,0.0,0.0,0.0,0.0,,,0.0,0.894,,,2021a
upper_class,0.0,0.0,0.0,0.0,,,,,,,2021a
uppity,0.0,0.0,0.25,0.25,,,-0.89,0.0,,,2021a
upscale,0.0,0.0,0.0,0.5,,,,,,7.03,2021a
uptight,1.0,0.0,0.0,0.0,,,-0.64,0.0,,,2021a
urban,0.0,0.0,0.0,0.0,,,,,,,2021a
urbanite,0.0,0.0,0.0,0.0,,,-0.09,0.0,,,2021a
usual,0.0,0.0,0.0,0.125,,,,,,,2021a
vacationer,0.0,0.0,0.0,0.0,,,-0.17,0.0,,,2021a
vain,1.0,0.0,0.75,0.0,1.0,0.0,-0.0,0.0,,1.84,2021a
value,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.169,,,2021a
vapid,0.0,0.0,0.375,0.0,,,-0.84,0.0,,2.34,2021a
vegan,0.0,0.0,0.5,0.0,,,-0.96,0.0,,,2021a
versatile,0.0,0.0,0.25,0.25,0.0,1.0,0.0,0.135,,7.24,2021a
vibrant,0.0,0.0,0.0,0.625,,,0.0,0.267,,7.63,2021a
vintage,0.0,0.0,0.0,0.0,,,0.0,0.17,,,2021a
visionary,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.849,,7.16,2021a
vogue,0.0,0.0,0.0,0.0,,,0.0,0.161,,,2021a
voguish,0.0,0.0,0.0,0.5,,,0.0,0.067,,,2021a
walker,0.0,0.0,0.0,0.0,,,,,,,2021a
wan,0.0,0.0,0.0,0.0,,,-0.06,0.0,,,2021a
wannabe,0.0,0.0,0.0,0.125,,,-0.64,0.0,,2.03,2021a
warm,0.0,1.0,0.0,0.25,0.0,1.0,0.0,0.723,,7.09,2021a
wasteful,0.0,0.0,0.0,0.0,1.0,0.0,-0.83,0.0,,,2021a
watch,0.0,0.0,0.0,0.0,,,,,5.78,,2021a
wealth,0.0,1.0,0.0,0.0,,,0.0,0.161,,,2021a
wealthier,0.0,1.0,0.25,0.0,,,0.0,0.762,,,2021a
wealthy,0.0,1.0,0.25,0.0,,,0.0,0.918,7.7,,2021a
wearer,0.0,0.0,0.0,0.0,,,0.0,0.144,,,2021a
weird,1.0,0.0,0.0,0.0,1.0,0.0,-0.87,0.0,,3.78,2021a
weirdo,1.0,0.0,0.5,0.0,,,-0.2,0.0,,2.32,2021a
western,0.0,0.0,0.0,0.0,,,-0.77,0.0,,,2021a
white,0.0,0.0,0.0,0.0,,,,,6.47,,2021a
white_collar,0.0,0.0,0.0,0.0,,,,,,,2021a
wholesome,0.0,0.0,0.125,0.625,0.0,1.0,0.0,0.22,,7.38,2021a
wife,0.0,0.0,0.0,0.0,,,,,6.33,,2021a
wild,0.0,0.0,0.25,0.0,1.0,0.0,0.0,0.9,,,2021a
willing,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.82,,,2021a
winner,0.0,1.0,0.0,0.0,,,0.0,0.801,,,2021a
wise,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.827,7.52,,2021a
witty,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.836,,7.24,2021a
woke,0.0,0.0,0.0,0.0,,,0.0,0.9,,,2021a
woman,0.0,0.0,0.0,0.0,,,,,,,2021a
womanly,0.0,0.0,0.0,0.0,,,-0.24,0.0,,,2021a
wonderful,0.0,1.0,0.0,0.75,0.0,1.0,0.0,0.805,,8.14,2021a
worker,0.0,0.0,0.0,0.0,,,0.0,0.726,,,2021a
working,0.0,0.0,0.0,0.0,,,0.0,0.9,,,2021a
working_class,0.0,0.0,0.0,0.0,,,0.0,0.7,,,2021a
workout,0.0,0.0,0.0,0.0,,,0.0,0.821,,,2021a
worldly,0.0,0.0,0.0,0.0,,,-0.31,0.0,,,2021a
writer,0.0,0.0,0.0,0.0,,,0.0,0.883,5.52,,2021a
young,0.0,0.0,0.125,0.0,,,0.0,0.845,6.89,,2021a
young_girl,0.0,0.0,0.0,0.0,,,,,,,2021a
young_woman,0.0,0.0,0.0,0.0,,,,,,,2021a
younger,0.0,0.0,0.375,0.0,,,0.0,0.861,,,2021a
youngman,0.0,0.0,0.0,0.0,,,,,,,2021a
youngster,0.0,0.0,0.0,0.0,,,-0.02,0.0,,,2021a
youth,0.0,0.0,0.0,0.0,,,0.0,0.9,6.75,,2021a
youthful,0.0,0.0,0.25,0.625,,,0.0,0.839,,,2021a
yuppie,0.0,0.0,0.0,0.0,,,-0.81,0.0,,,2021a
yuppy,0.0,0.0,0.0,0.0,,,,,,,2021a
able,0.0,0.0,0.0,0.125,0.0,1.0,,,,,2021b
accepting,0.0,1.0,0.0,0.125,,,,,,,2021b
accountant,0.0,0.0,0.0,0.0,,,-0.24,0.0,,,2021b
achiever,0.0,0.0,0.0,0.25,,,0.0,0.338,,,2021b
active,0.0,1.0,0.0,0.375,,,0.0,0.728,,6.68,2021b
activist,0.0,0.0,0.0,0.0,,,,,,,2021b
actor,0.0,0.0,0.0,0.0,,,,,,,2021b
actress,0.0,0.0,0.0,0.0,,,,,,,2021b
adaptable,0.0,0.0,0.0,0.0,0.0,1.0,-0.92,0.0,,,2021b
addict,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.827,2.48,,2021b
addicted,0.0,0.0,0.0,0.0,,,-0.24,0.0,2.51,,2021b
adolescent,0.0,0.0,0.0,0.0,,,0.0,0.839,,,2021b
advanced,0.0,0.0,0.0,0.0,,,,,,,2021b
adventure,0.0,1.0,0.0,0.25,,,0.0,0.823,7.6,,2021b
adventurer,0.0,1.0,0.0,0.0,,,0.0,0.772,,,2021b
adventuresome,0.0,1.0,0.25,0.625,0.0,1.0,0.0,0.268,,,2021b
adventurous,0.0,1.0,0.25,0.625,0.0,1.0,0.0,0.15,,6.92,2021b
affectionate,0.0,1.0,0.0,0.625,0.0,1.0,0.0,0.731,,,2021b
affluent,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.764,,,2021b
aficionado,0.0,0.0,0.0,0.0,,,0.0,0.96,,,2021b
age,0.0,0.0,0.0,0.0,,,0.0,0.873,,,2021b
aggressive,1.0,0.0,0.0,0.5,1.0,0.0,-0.89,0.0,5.1,,2021b
agile,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.74,,,2021b
agreeable,0.0,1.0,0.0,0.5,0.0,1.0,0.0,0.841,,7.24,2021b
alert,0.0,0.0,0.0,0.0,,,-0.8,0.0,6.2,,2021b
alive,0.0,0.0,0.0,0.125,0.0,1.0,0.0,0.45,7.25,,2021b
alternative,0.0,0.0,0.125,0.0,,,0.0,0.797,,,2021b
amazing,0.0,1.0,0.25,0.0,0.0,1.0,0.0,0.956,,7.97,2021b
ambitious,0.0,0.0,0.125,0.5,,,0.0,0.273,,7.64,2021b
american,0.0,0.0,0.0,0.0,,,,,,,2021b
angry,1.0,0.0,0.375,0.375,1.0,0.0,-0.64,0.0,2.85,1.24,2021b
animal,0.0,0.0,0.375,0.0,,,,,,,2021b
annoying,1.0,0.0,0.25,0.0,,,-0.0,0.0,,1.38,2021b
anyone,0.0,0.0,0.0,0.0,,,,,,,2021b
approachable,0.0,0.0,0.0,0.625,,,0.0,0.21,,6.92,2021b
aristocrat,0.0,0.0,0.0,0.0,0.0,1.0,,,,,2021b
arrogant,1.0,0.0,0.375,0.5,1.0,0.0,-0.64,0.0,3.69,1.45,2021b
artist,0.0,0.0,0.0,0.0,,,,,,,2021b
artistic,0.0,0.0,0.0,0.0,,,0.0,0.297,,7.36,2021b
artsy,0.0,0.0,0.0,0.0,,,-0.64,0.0,,,2021b
asian,0.0,0.0,0.0,0.0,,,,,,,2021b
aspirational,0.0,0.0,0.0,0.0,,,,,,,2021b
assertive,0.0,0.0,0.25,0.625,,,0.0,0.965,,,2021b
astute,0.0,0.0,0.0,0.5,0.0,1.0,-0.87,0.0,,,2021b
athelete,0.0,0.0,0.0,0.0,,,,,,,2021b
athlete,0.0,0.0,0.0,0.0,,,0.0,0.931,,,2021b
athletic,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.843,,,2021b
attentive,0.0,0.0,0.0,0.25,0.0,1.0,0.0,0.896,,7.04,2021b
attractive,0.0,0.0,0.0,0.875,0.0,1.0,0.0,0.9,,,2021b
aunt,0.0,0.0,0.0,0.0,,,0.0,0.324,,,2021b
authentic,0.0,0.0,0.0,0.625,0.0,1.0,0.0,0.164,,7.54,2021b
average,0.0,0.0,0.0,0.0,,,0.0,0.811,,4.32,2021b
avid,0.0,0.0,0.25,0.375,0.0,1.0,0.0,0.253,,,2021b
aware,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.03,,,2021b
awesome,0.0,1.0,0.125,0.875,,,0.0,0.9,,8.57,2021b
baby,0.0,0.0,0.0,0.0,,,0.0,0.9,8.22,,2021b
babyboomer,0.0,0.0,0.0,0.0,,,,,,,2021b
bad,1.0,0.0,0.875,0.0,1.0,0.0,-0.8,0.0,,1.12,2021b
balanced,0.0,0.0,0.0,0.0,,,,,,,2021b
banker,0.0,0.0,0.0,0.0,,,-0.11,0.0,,,2021b
bargain,0.0,0.0,0.0,0.0,0.0,1.0,-0.64,0.0,,,2021b
bargain_hunter,0.0,0.0,0.0,0.0,,,0.0,0.087,,,2021b
bargainer,0.0,0.0,0.0,0.0,,,-0.87,0.0,,,2021b
basic,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.901,,4.13,2021b
beautiful,0.0,1.0,0.0,0.75,,,0.0,0.778,7.6,8.41,2021b
beauty,0.0,1.0,0.0,0.5,0.0,1.0,0.0,0.849,7.82,,2021b
believer,0.0,0.0,0.0,0.0,,,0.0,0.9,,,2021b
best,0.0,1.0,0.0,0.25,0.0,1.0,0.0,0.167,,8.45,2021b
bidder,0.0,0.0,0.0,0.0,,,0.0,0.237,,,2021b
big,0.0,0.0,0.125,0.25,,,0.0,0.943,,,2021b
big_spender,0.0,0.0,0.0,0.0,,,-0.17,0.0,,,2021b
biker,0.0,0.0,0.0,0.0,,,0.0,0.756,,,2021b
black,0.0,0.0,0.375,0.0,,,,,5.39,,2021b
bland,0.0,0.0,0.375,0.0,1.0,0.0,-0.84,0.0,4.1,2.97,2021b
blogger,0.0,0.0,0.0,0.0,,,-0.98,0.0,,,2021b
blue_collar,0.0,0.0,0.0,0.0,,,,,,,2021b
